   12,   12,   25,   25,   12,   12,   12,   25,   12
    0,   12,   25,    0,   12,    6,    0,   25,   12
   12,    0,   25,   25,    0,   12,   12,    0,    6
   12,   12,    0,   50,   25,    0,   25,   50,    0
    0,   25,   50,    0,   12,   12,    0,   50,   25
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,   50,    0,    0,   12,    0,    0,    0
    0,   25,    0,    0,   25,    0,    0,  100,    0
   12,    0,   25,   25,    0,   12,    6,    0,   12
    0,    0,   25,    0,    0,    6,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
   12,    0,    0,   50,    0,    0,    0,    0,    0
    6,   12,    0,   25,   12,    0,   12,   25,    0
    0,   12,    0,    0,   12,    0,    0,    0,    0
    6,    0,    0,   25,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,   12,   25,    0,    6,   12,    0,   25,   12
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,   25,    0,    0,    0,    0,    0,    6
    0,   12,    0,    0,    0,    0,    0,   50,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,   12,    0,    0,   12
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    6,    0,    0,   25,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
   25,    0,   50,   50,    0,   25,   12,    0,   12
    0,    0,   50,    0,    0,    0,    0,    0,   12
    0,    0,    0,    0,    0,    0,    0,    0,    0
   25,    0,    0,  100,    0,    0,   25,    0,    0
    0,    0,  100,    0,    0,   25,    0,    0,   25
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,   50,    0,    0,   12,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
   12,    6,    0,   25,   12,    0,   12,   25,    0
    0,    6,    0,    0,    0,    0,    0,   25,    0
   12,    0,    0,    0,    0,    0,   12,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,   12,    0,    0,   50,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,   25,    0,    0,    6,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
    0,    0,    0,    0,    0,    0,    0,    0,    0
